video_id,channel_title,views,likes
hMfIIxf8ADo,pixiwoo,120171,4821
H7ojygIbMYk,LADbible,207643,2054
RsCsBqIlnHw,Casey Holmes,281272,15369
EbthMC6spAE,Nerdwriter1,382932,17756
7bdZn5MKugo,Carli Bybel,456727,17396
nnTcCS07DKQ,BBC News,90855,447
jjb77v3LX_s,Great Big Story,209796,4398
4Rg-YN7XFcM,Thomas Rhett,49973,326
KCiahBMis1E,Subaru,62054,933
fBTBc2OA9fw,Spinnin' Records,200676,11690
MdBu21i9aEE,Matador Records,126781,3853
oqmSuPJfvJo,ThreadBanger,1521371,85745
cxLQAuQsOWI,Gallant,216293,13050
Zya-JNMJ62k,Jack Black,445225,7327
CYoRmfI0LUc,Alexis Ohanian,2348649,23861
OWRufUWhSwM,TODAY,79900,492
Y7tLoqNjkks,RAW,4363,226
Auu9Sxxt5is,Meet Arnold,2123895,40479
cNgT8qEQJ3w,Norm Krumpe,934381,10270
a6y01PSb6qU,Skunk Bear,160545,1423
9HIkG6vMk6E,Bart & Geo,501481,34455
fS5xHHqW-6E,XAmbassadorsVEVO,370459,18297
Wb-6fhfAn2I,The School of Life,195919,7488
p7sooI96zPI,Geezus66,12621,39
jXj6c7bmxII,The CW Television Network,222677,4123
bAdqazixuRY,Nigel John Stanford,232176,8959
bUUt0v4ziG4,DNAinfo New York,17019,26
bvomHFZO0mk,Disney•Pixar,1128296,12387
LolP3Y7_Irs,Nile Wilson,315054,9284
YrTKLZi6rqk,Madeyewlook,144101,9213
TngCi2s5rmk,Matt Stonie,2355458,79210
4X6a3G_0HjY,TMZ,468130,1355
F4ELqraXx-U,LanaDelReyVEVO,4990025,273916
cOboLQMO4tQ,TP Clips 8,166754,475
Q1eQw4ycgQM,François Gissy,291948,687
AK3ST6HUOK0,gusma28,4651,24
SMinvx9EkPs,Kevin Parry,168793,699
DdA7tUIzA5Q,ToniBraxtonVEVO,130027,5383
O-eWLaO3gy4,Laura in the Kitchen,68099,4052
hqHlIRZnF38,JustineReed97,923704,11708
oK4me2hI_Jo,Tati,713595,30269
CzYM4ZpSDJg,truTV,472460,8544
XkPQHIUHWwc,Vanderbilt University,2689,25
t4QwhVt5Zk0,HOT 97,194613,3195
NTe6-26-fHg,Galantis,196113,8841
0eKdNcP4xrM,Bad Lip Reading,1303319,51274
xHvVhhFvLtY,Brave Wilderness,2457564,48412
Xqpf1FxU2q4,Mike Boyd,511287,30026
RsG37JcEQNw,weezer,101864,2369
3TDk34hnSXc,Half as Interesting,110725,5796
TPnuT2TLvLQ,Amazon Video,132561,802
CcoBJ-dEjGg,Exclusive World Premiere,40238,221
xPS7bqBePSs,ITSLEONLEONVEVO,35945,2282
WYYvHb03Eog,The Verge,4804702,35719
yFMZl_nYkbw,AlexAionoVEVO,131778,13029
n4wFyyW71zs,R5VEVO,153037,19121
XpVt6Z1Gjjo,Logan Paul Vlogs,6232518,373824
z5eG8fD-hQw,MoorInfo,146963,2626
I1P7GoZcZpU,Hudson Moore,331980,1184
sjlHnJvXdQs,jacksfilms,3280098,164959
zcqZHYo7ONs,minutephysics,1077745,40701
cLdxuaxaQwc,PewDiePie,8808424,706104
QQVWMp_xgGg,Comedy Central,795384,3717
iIYXR4axaJY,The Gabbie Show,1574802,94941
iwm5-I9Ay8M,INSIDER,206053,3715
BMCLQf75ev0,Victor Hugo GP,9633,137
5eSSL8hRU_E,Z100 is New York,59537,316
Cz3Coxi9D3E,JacobBanksVEVO,50537,2624
Eef-1HLKgoQ,Screen Junkies,1135047,43384
8ropWor8aAM,America's Got Talent,480140,16659
dInwVhRtN4E,CinemaSins,1311031,43066
cOlibbx5sx0,Jimmy Kimmel Live,111973,5723
qtfMzdqifF0,shane,1512907,138252
QC-cMv0e3Dc,CGP Grey,414950,22413
8ndhidEmUbI,Warner Bros. Pictures,71480,5560
VGBZ2YfVx1Y,Dolan Twins,864289,156831
N_zDcuX1Y54,NikkieTutorials,703228,45898
fUffrvUjwCY,Macklemore LLC,334449,28136
Tm8LGxTLtQk,Linkin Park,4635501,487060
klSWPvDCYoI,The Tonight Show Starring Jimmy Fallon,625564,15712
jKInAMNrXRA,Guardian Wires,206616,2170
7Cn0-CwintU,TheEllenShow,571105,9667
WJfeapsCnPI,CBS Los Angeles,174910,885
veqMs7SQteY,CollegeHumor,242913,10385
dX72axAvIGc,ProZD,723864,34482
paXOkGMyG8M,SiaVEVO,630742,70815
F8i8pnZmk50,Jonathan Morrison,619567,36956
1QWLyi03twg,Lionsgate Movies,34895,385
#NAME?,First We Feast,413743,13772
PbW14E2eHJ0,ZEDDVEVO,518667,67782
eLdqkQWUVFI,jacksfilms,966197,61822
J_ub7Etch2U,SamSmithWorldVEVO,4625554,239185
TV2HTSV3w40,CineFix,366192,19345
xmhRIEqbKIY,NFL,616086,5988
zTTaFg2Sq9Y,Open Road Films,1096866,3080
CDfhFfKSohc,Dan Helmer for Congress,302836,1286
Rmg5fLRBkZo,CaseyNeistat,1293052,49289
7Y-U9NN6-N4,Smosh,1403982,47930
E5Hfl6Nqw3Q,Cardi B,223223,9518
OHL3J9cKNyg,Dancing With The Stars,48652,367
PKv4LdN_JYs,CBS,145412,2409
IxI1iOi0t-c,Netflix,106757,3529
kcTdfHXdRXo,Rooster Teeth,565494,14734
SLoQoYi3P5U,TV Guide,672492,5990
Z-LmHjkN2EU,Xov Xwm_Lom Zem,580916,1657
6Vb6Z9i5sHs,Мегаполис,125721,374
gs9AV6BKh74,The Infographics Show,342604,7838
ebzims_XwpM,IISuperwomanII,1453523,121165
MBdVXkSdhwU,ibighit,30424471,1762428
GG2hY4h0mJM,Media Galactic,57495,813
FZrrfGfI3uM,BuzzFeedBlue,2712929,55016
9W0WPPpCFaM,Vox,209228,7829
apskNjHtGh8,PopularVideos,2737,5
93VNOKdy7Hw,The Late Late Show with James Corden,59848,1577
ydbxmm88-As,Michelle Khare,30721,2013
DoQEpaQE5-g,Nominous Animation,361789,8193
4KAfi8-2tVg,CBS News,43655,216
ZGlYvprDKNM,Wil Dasovich,291775,16330
0R7MQwmbiQc,Jaiden Animations,1977954,141440
hwthovxn3zM,Refinery29,16001,685
LRuLYXsl_A4,Orange & White Report,6462,9
YKgY0zQnqcU,ZwanMonster,268536,4091
bvuQ0ZusV8Q,Good Mythical Morning,1002967,23521
uqoFsqOJYCg,WatchCut Video,363089,9525
qqNn14l7hhA,Nerdist,306600,13553
nRGz2md8l28,Gordon Ramsay,1626151,48674
vQ3XgMKAgxc,AviciiOfficialVEVO,2334998,107706
#NAME?,PBS Eons,80180,4224
Hx9Juyi_uAw,NBA Highlights · YouTube,5665,27
j9giQP9SX-U,ScreenJunkies News,42781,1313
DZHAB3PGlfU,Variety,78449,967
#NAME?,Tom Scott,339150,12233
9dobJDxPEzM,BillieEilishVEVO,117006,15226
AyiYuBCLTjc,Kevin Durant,75303,2024
HzIB6TC1Ghw,USA TODAY,217619,784
DHYRxML2SpA,Life Noggin,380783,13750
g_PtkN3aYFo,WIRED,90525,2265
xyNX4eH17uA,ReasonTV,159619,2267
mOrdWbqp85E,LeonardCohenVEVO,54660,1744
Vgme9O6YZI8,Odo Puiu Events,21086,97
ruRvc4huFkE,KrewellaMusicVEVO,82157,6987
B2B0GMtowmU,TOYOTA GAZOO Racing,442890,1
wGwsgf5CdxU,ColliderVideos,66513,2412
TImAMCQbwJo,Sony Pictures Entertainment,25100,406
8bSCIUAeLis,VHS Video vault,37294,287
LTsSGSi9mqo,CrazyRussianHacker,1243109,38280
GMFnJln3IEA,Nittany Nation,16568,22
_n0Ps1KWVU0,NOWNESS,433796,11766
BfxOimRxXvU,Andro Hack,16512,11
S7rQSRGGKSQ,Just Between Us,74482,4536
83ZrTybo2t4,The Dodo,167923,5022
ZBo1S6YZXa0,Jaclyn Hill,891116,46191
DBBt7IhHOFQ,Cody'sLab,299418,14124
LnxSTShwDdQ,Linus Tech Tips,1402952,35060
HjkmacUCJw8,Access Hollywood,36085,131
mceaM2_zQd8,Numberphile,164812,6948
fSkTpKa5gbo,Bloomberg,104297,3857
5CHJbMnLPKw,ETC Show,56625,1093
ugWImY8VMzI,Cub Studio,59662,3624
rtk-BLeHv6M,HellthyJunkFood,259100,8452
y5lIKZoN1_0,Michael Zsohar,55408,21
2ZfHXn4rmAc,Football Insider,8413,23
R_jKUDmJs1Y,nigahiga,3669748,190177
FPRTN_r9IyM,National Geographic,27512,828
KHshdXDxR3c,colinfurze,1444656,50919
sD6RIeNP41I,ESPN,1681166,8432
_pc1kON-doU,BuzzFeedVideo,5005454,166469
bgc2rSzKA3w,TIME,83692,312
nft99BbsKwU,Betfair,116646,56
RkBEEiG-wd4,Be Amazed,1637373,14157
9y62mZn0LXQ,Matthias,1217865,89347
bcouc6NW4aM,NBC Sports,108762,891
XSCneVakGGk,Washington Free Beacon,1292047,2038
0Dm0MBlnhm4,utsportstv,11844,37
dYstFRuPz8A,ScreenPrism,571327,8966
#NAME?,adamisTV,83417,288
d8U5funnyA8,Austin Evans,896828,20598
2m65xSqUWaI,Bird Plan,390669,1805
L9IDqn-qt98,Botingol,341006,134
JvkLPE8efME,Desi Perkins,769005,39433
I0Se3ce433Q,Jake Paul,7990090,293800
nJSrCX1U1hg,Rclbeauty101,488446,17853
74zJ4scJzNs,Cracked,1285313,17588
0H3MirHyX2w,Inside Edition,844361,6996
8F_eHiMYQjg,Big Ten Network,26829,135
nivfxoep6Rs,RomanAtwoodVlogs,2403392,142708
SHq2qrFUlGY,shakiraVEVO,22787997,502597
T-IXvsQuogs,Gus Johnson,228041,7311
gDFZS0BVsBY,Looper,1445091,12846
LBLGo2y_BBU,Simply Nailogical,2001345,88388
U1ArsQ72hRA,Animal Adventure Park,22895,1688
2Hz4sDjXPQY,20th Century Fox,250066,1823
3iYOBuyS97A,Entertainment Tonight,3170,34
MeGyZJiB-FQ,Wassabi Productions,1057885,41614
c8xGJju2x20,TUMuenchen1,37093,61
c1QGynzVbs4,PeopleTV,165899,999
Ah3V4S15Lyc,Tech Insider,146597,2335
GyxgtAwn34A,Lele Pons,2891328,127796
ZT1JsE_YbFs,Rosanna Pansino,663057,26141
t4or1t4iHK0,Team Coco,583550,8033
SF-psoWdSpo,Studio C,344752,12587
NDx7yhahKf8,HBOBoxing,846964,3499
RJuqdTXhDX4,EverythingApplePro,4271785,71114
S-a8NVEUO4E,E! Live from the Red Carpet,2735,25
2y7rk7eHHAM,Late Night with Seth Meyers,1150895,8900
MXtDj0eGhtw,How Ridiculous,385096,12006
A9k88sMyiJM,Apple,4112187,26609
krNNMFpA1wY,BBCRadio1VEVO,1703268,67601
zJqk0iM96iE,Joanna Hausmann,122191,7384
p_P9J97ELlg,Nicole Guerriero,314005,15492
0501BTnbrxg,NFVEVO,1161121,67930
fTW7EgoKpSE,Cigna,108829,320
lno7AN8hLvQ,vlogbrothers,248787,12683
a41k9oJN0FI,Jeremy Jahns,446594,13138
XIUGqfTkaWk,thataylaa,192937,10880
rFFo-0v_vi4,The Scran Line,63069,2725
WpddITk3bK8,People are Awesome,395563,7615
wOjjdttsHy4,The Solomon Society,18293,294
etmUU1bs41s,Google,2218837,29355
LP4qYyTPyl4,leighannsays,117199,4674
uAI5rSiGyNY,SUPERFRUIT,222861,21781
XvPWUkHjWG0,Liza Koshy,4699392,388954
ioFUoNlWR1o,Washington Post,191166,730
368_ovPsJk8,FoxSearchlight,1689730,17709
0qfgZJNCCJQ,Ranz Kyle,429424,28624
_5ZrSKpbdSg,NASA Jet Propulsion Laboratory,168337,2453
wIml3h1rHVc,Genius,49418,2561
bxgFjzRW6EA,SuperCarlinBrothers,326073,13654
gIE105f0ejg,TheOdd1sOut,2206513,91418
4cfL9nTNugM,NiallHoranVEVO,3864917,322474
pOZ5FrTMQMA,GraceVanderWaalVEVO,188774,19494
RLmqKBRqyA8,Tested,303550,6567
o97_jDomyqc,CarlyRaeJepsenVEVO,652319,26543
uWFAD84I66I,Grace Helbig,173696,15463
XSLc0d5aM04,The Doctors,439139,1277
zKriLekFPwg,ChrisYoungVEVO,319412,5750
rCo4gIZu0DY,Safiya Nygaard,3932117,150979
Oz88_p125uM,ViralVideoUK,80333,106
bvim4rsNHkQ,SpaceX,2860774,78841
tBN9kLaS-uw,JennaMarbles,2822860,175347
AAZbviHZVhE,iJustine,793296,23330
gzh6tcMsyoQ,BBC Radio 1,53740,2078
Uc32z-wgxU4,GameofThrones,2125368,57482
7YAAyUFL1GQ,FallOutBoyVEVO,2517566,124876
Q07Cp6tswnQ,Marques Brownlee,837476,39223
Xul7ku1XxRY,MGKVEVO,2172912,90925
2zISrf-7V3U,Jackie Aina,1091561,75196
hg5yXLhl3CQ,Alyosha Tanetović,6668,77
w-n3qiLeVqg,Full Frontal with Samantha Bee,425684,7817
oqmSuPJfvJo,ThreadBanger,1561336,87097
uNseVux0CA4,Glam&Gore,677750,63206
fcubmjoGH7I,Patricia Bright,785534,29247
xsWO0dRf1p0,Mr. Kate,979551,64289
CuXq1hOa8_Y,ABC News,51110,378
H7ojygIbMYk,LADbible,215640,2105
EbthMC6spAE,Nerdwriter1,396776,18156
jjb77v3LX_s,Great Big Story,219221,4532
nnTcCS07DKQ,BBC News,91572,448
7bdZn5MKugo,Carli Bybel,469986,17749
4Rg-YN7XFcM,Thomas Rhett,50664,331
RsCsBqIlnHw,Casey Holmes,291348,15749
KCiahBMis1E,Subaru,72124,1018
CYoRmfI0LUc,Alexis Ohanian,2379689,24008
4X6a3G_0HjY,TMZ,483496,1369
Y7tLoqNjkks,RAW,4672,234
MdBu21i9aEE,Matador Records,142463,4231
Auu9Sxxt5is,Meet Arnold,2162240,41032
9HIkG6vMk6E,Bart & Geo,515000,34727
OZAfse9Pb4c,Meet Arnold,1562770,55438
7KS2oJPzeZk,America's Got Talent,1212016,20232
8ndhidEmUbI,Warner Bros. Pictures,3276021,46736
A8QQBRIqZmw,CollegeHumor,893780,26586
wB5Hek7Z2b8,Jimmy Kimmel Live,303377,14258
XF_ARz7jTUw,Taylor Swift,935264,33682
LoMhBo8ATBM,The Late Show with Stephen Colbert,588508,8333
lIY6zFL95hE,Netflix,3363282,103090
qR1EM-RIZNk,The Rock,301110,13514
Eat7nKj_30o,The Oregonian,1028351,4606
yIq-N7m0upU,Anwar Jibawi,711388,60163
JWH66Qia5KU,CGTN America,425682,827
pV_5gjQ7lhk,Joshua De Laurentiis,192459,3125
iX6ScurPhCo,Wendy Williams,140162,2411
TmVu7Sn7hZw,Los Angeles Times,415247,1211
dInwVhRtN4E,CinemaSins,2030432,53758
os5okFIBlxA,The Telegraph,554658,1603
5Xe0Qd6bUFo,The Late Late Show with James Corden,393877,24097
vpcDYc_4gV4,MSNBC,804890,2737
WRzqSDyOSbY,Madelaine Petsch,166472,20192
J_OyB0k-IVg,CNN,289015,1218
Lf3ER5Ope_s,Vox,296362,9725
UO0hIASuAqY,NBC News,659333,2556
cWfTBkTJOH8,Brave Wilderness,433887,16784
1QWLyi03twg,Lionsgate Movies,230372,2481
dvPJJUbM8IY,Safiya Nygaard,1844774,87576
qtfMzdqifF0,shane,2157604,173297
WJfeapsCnPI,CBS Los Angeles,249717,1218
0Rb2rr1vWpI,LecraeVEVO,54893,4316
Lv3Uy2rjgCE,Mental Floss,33643,1363
0ptNpGfMRCg,EverythingApplePro,1338983,41541
Eef-1HLKgoQ,Screen Junkies,2054703,59707
QC-cMv0e3Dc,CGP Grey,649980,29634
1kVLpFilePw,The Tonight Show Starring Jimmy Fallon,734401,61972
CGN6QXv7sfs,fire3element,168597,1888
N_zDcuX1Y54,NikkieTutorials,1975113,91789
fUffrvUjwCY,Macklemore LLC,781005,45393
VGBZ2YfVx1Y,Dolan Twins,1427612,206227
_MEFyG-IE_I,Jeremy Jahns,222760,9177
lse3oJfPPk4,The Verge,271966,5124
ZW4jOlyj-sM,Rachel and Jun,264715,14314
jKInAMNrXRA,Guardian Wires,275456,3165
X7WFMUq5ECE,ExplosmEntertainment,707739,34969
GVvqt-8-fz0,CatCreature,116189,10845
paXOkGMyG8M,SiaVEVO,1780000,120919
7Cn0-CwintU,TheEllenShow,854205,13450
Tm8LGxTLtQk,Linkin Park,6295987,561556
mlxdnyfkWKQ,Niks Ļeoņenko,93109,1642
BwYPddy_5bk,vlogbrothers,175570,9311
JtZo62mPEKM,E! Entertainment,787307,11457
mlxdnyfkWKQ,Niks Ļeoņenko,93153,1644
tVtsp_mASno,ESPN,741716,6575
7Cn0-CwintU,TheEllenShow,854375,13452
ZVPTxFZTQis,Reach Records,40029,2854
Tm8LGxTLtQk,Linkin Park,6296864,561584
JtZo62mPEKM,E! Entertainment,787579,11457
r1f8hd4yh0c,Rclbeauty101,1776792,61033
BwYPddy_5bk,vlogbrothers,175570,9311
tlACd8CquRk,Dancing With The Stars,160087,2270
#NAME?,First We Feast,662805,18403
E5Hfl6Nqw3Q,Cardi B,443138,13586
m59HKBUi3cY,Gigi Gorgeous,148613,5115
eLdqkQWUVFI,jacksfilms,1108275,67202
PKv4LdN_JYs,CBS,170083,2750
J_ub7Etch2U,SamSmithWorldVEVO,7825532,319900
TV2HTSV3w40,CineFix,409153,21229
6Vb6Z9i5sHs,Мегаполис,253730,725
GG2hY4h0mJM,Media Galactic,69075,932
zTTaFg2Sq9Y,Open Road Films,1645852,3980
PbW14E2eHJ0,ZEDDVEVO,1301057,116464
xmhRIEqbKIY,NFL,733959,6653
gs9AV6BKh74,The Infographics Show,360619,8200
Z-LmHjkN2EU,Xov Xwm_Lom Zem,926059,2339
cvaVRlWltD4,How To Cake It,585879,36546
Sg3DfyDkln0,David López,71270,132
lokFoo_QD8c,Vogue,330166,11038
hwthovxn3zM,Refinery29,27421,951
56kiI-JKSdY,Jackie Aina,169460,13806
Rmg5fLRBkZo,CaseyNeistat,1411856,52080
mWFaxs-KvMY,NickJonasVEVO,449284,36937
SLoQoYi3P5U,TV Guide,705336,6210
4KAfi8-2tVg,CBS News,63424,255
CDfhFfKSohc,Dan Helmer for Congress,342445,1438
iL_-GwbEP4g,MorrisseyOnVEVO,186146,4304
7Y-U9NN6-N4,Smosh,1512823,50455
efJ1xZJDZlI,montejenningsjr,140334,20
RIGgn1s3AvI,Björk,47345,4628
qqNn14l7hhA,Nerdist,392896,15435
kcTdfHXdRXo,Rooster Teeth,642158,16079
mOrdWbqp85E,LeonardCohenVEVO,94521,2291
L6QAx5mqFKU,Candace Lowry,180210,5844
rZ2vh8rZd18,Man About Cake,106081,6494
hNsUtZmWgdg,LockheedMartinVideos,15063,173
ebzims_XwpM,IISuperwomanII,1837712,140631
MBdVXkSdhwU,ibighit,38013692,1950475
#NAME?,PBS Eons,97907,4747
ZGlYvprDKNM,Wil Dasovich,399036,18858
a9ITIaKzG3A,Call of Duty,1046589,68535
g_PtkN3aYFo,WIRED,150809,3109
FZrrfGfI3uM,BuzzFeedBlue,3113714,60791
DoQEpaQE5-g,Nominous Animation,369360,8391
qi2uOOAKJjY,Nickelback,128036,10085
t3oar3hIDWA,Grace Helbig,217624,15050
BfxOimRxXvU,Andro Hack,32333,15
ydbxmm88-As,Michelle Khare,44592,2586
k1gVVnv_om4,Tech Insider,19243,426
0R7MQwmbiQc,Jaiden Animations,2217633,148330
uqoFsqOJYCg,WatchCut Video,469483,11535
bvuQ0ZusV8Q,Good Mythical Morning,1086104,24579
vQ3XgMKAgxc,AviciiOfficialVEVO,3285333,126704
9dobJDxPEzM,BillieEilishVEVO,151442,17823
mPvNt7PB6dE,Al Jazeera English,9812,79
L6wODNHi4qE,FOX,12875,110
xyNX4eH17uA,ReasonTV,164212,2349
ceLV1v3mV4E,emmymadeinjapan,102963,5161
cHbkEESIl7g,GameofThrones,470861,8958
nRGz2md8l28,Gordon Ramsay,1924559,54581
#NAME?,Tom Scott,404235,13021
DHYRxML2SpA,Life Noggin,417236,14662
LRuLYXsl_A4,Orange & White Report,8846,15
vd7LCYVH1vc,Henrique B. Freitas,29697,82
JgYfZAjOgEM,Tyler Oakley,448891,53333
rn5Xgak1zzA,MILO,245695,19660
wBjAmThxDpA,Vertical Entertainment LA,10958,12
yTVysPsX5ns,INSIDER,294805,5247
Hx9Juyi_uAw,NBA Highlights · YouTube,8601,33
Vgme9O6YZI8,Odo Puiu Events,58285,138
AyiYuBCLTjc,Kevin Durant,92713,2223
p1WJ01Ij9AQ,Liza Koshy Too,2746354,259144
k8LF_FU2luY,Bollinger Motors,9711,35
MzPpGDI3GRk,AvrilFalls,2559,22
B2B0GMtowmU,TOYOTA GAZOO Racing,1193563,1826
j9giQP9SX-U,ScreenJunkies News,46748,1384
ruRvc4huFkE,KrewellaMusicVEVO,135333,9966
apskNjHtGh8,PopularVideos,7416,25
HzIB6TC1Ghw,USA TODAY,226034,796
mceaM2_zQd8,Numberphile,185800,7503
AYyXQcuo8wA,LIMO Recording Studio - PD,2500,3
y5lIKZoN1_0,Michael Zsohar,98878,32
DZHAB3PGlfU,Variety,80547,996
fSkTpKa5gbo,Bloomberg,284701,9637
TImAMCQbwJo,Sony Pictures Entertainment,46304,517
LTsSGSi9mqo,CrazyRussianHacker,1369827,40647
GMFnJln3IEA,Nittany Nation,20069,24
wGwsgf5CdxU,ColliderVideos,69906,2482
DBBt7IhHOFQ,Cody'sLab,343571,15344
LnxSTShwDdQ,Linus Tech Tips,1483400,36366
ZBo1S6YZXa0,Jaclyn Hill,957256,48278
rtk-BLeHv6M,HellthyJunkFood,280835,8866
83ZrTybo2t4,The Dodo,200441,5469
ZaZ_GkB_d34,Inside Edition,19617,327
S7rQSRGGKSQ,Just Between Us,80264,4780
8bSCIUAeLis,VHS Video vault,43011,298
5CHJbMnLPKw,ETC Show,66236,1210
nft99BbsKwU,Betfair,177112,69
_pc1kON-doU,BuzzFeedVideo,5228491,173380
unByRjDRA34,Amber Scholl,400856,24132
RkBEEiG-wd4,Be Amazed,1735326,14978
ugWImY8VMzI,Cub Studio,63580,3815
KHshdXDxR3c,colinfurze,1536419,52776
R_jKUDmJs1Y,nigahiga,3750217,193019
FPRTN_r9IyM,National Geographic,29962,860
d8U5funnyA8,Austin Evans,912053,20857
0Dm0MBlnhm4,utsportstv,12120,39
HjkmacUCJw8,Access Hollywood,39113,140
WYoWaouvXXA,LaurDIY,2698049,230881
9y62mZn0LXQ,Matthias,1318696,93422
rGi2b25Bx0I,PeopleTV,38038,225
oD7nZouNyDA,bubzbeauty,65088,3946
dYstFRuPz8A,ScreenPrism,625599,10118
XSCneVakGGk,Washington Free Beacon,1300174,2103
JvkLPE8efME,Desi Perkins,832540,41230
40M4DF8aIYs,SoothingSista,30658,1749
L9IDqn-qt98,Botingol TV,397335,145
T-IXvsQuogs,Gus Johnson,233903,7428
bcouc6NW4aM,NBC Sports,110528,896
nivfxoep6Rs,RomanAtwoodVlogs,2423445,143712
_pAXXhjligg,HEALYVIDEO,1830,4
tbDr_zAcM5g,Maharishi University of Management,7442,83
3iYOBuyS97A,Entertainment Tonight,3258,34
I0Se3ce433Q,Jake Paul,8364224,298357
#NAME?,adamisTV,91023,320
S-a8NVEUO4E,E! Live from the Red Carpet,2977,27
SHq2qrFUlGY,shakiraVEVO,27750173,547764
LBLGo2y_BBU,Simply Nailogical,2050517,89883
MeGyZJiB-FQ,Wassabi Productions,1079628,42068
74zJ4scJzNs,Cracked,1301518,17755
_zl2GV89_GM,Cosmic Book News,3495,42
gDFZS0BVsBY,Looper,1483192,13189
U1ArsQ72hRA,Animal Adventure Park,23122,1690
8F_eHiMYQjg,Big Ten Network,28694,143
3sdwibrYkUU,david cartwright,35011,105
2Hz4sDjXPQY,20th Century Fox,288222,2003
c8xGJju2x20,TUMuenchen1,38209,62
t4or1t4iHK0,Team Coco,673005,8705
MXtDj0eGhtw,How Ridiculous,403575,12438
ZT1JsE_YbFs,Rosanna Pansino,689183,26659
KFUIVfKTeVg,TIME,1071580,4712
SF-psoWdSpo,Studio C,371975,13095
GyxgtAwn34A,Lele Pons,3008352,130715
wB5Hek7Z2b8,Jimmy Kimmel Live,1564110,35849
7KS2oJPzeZk,America's Got Talent,2797562,30556
OZAfse9Pb4c,Meet Arnold,2565878,69119
5Xe0Qd6bUFo,The Late Late Show with James Corden,2397363,61258
f8Ej3RVz-Bk,Full Frontal with Samantha Bee,301045,5362
A8QQBRIqZmw,CollegeHumor,1290298,32372
8ndhidEmUbI,Warner Bros. Pictures,6941887,56662
XF_ARz7jTUw,Taylor Swift,1396535,41912
LoMhBo8ATBM,The Late Show with Stephen Colbert,800049,10232
lIY6zFL95hE,Netflix,4485351,122303
qR1EM-RIZNk,The Rock,648183,18895
ZgCTlbQvcT8,The Tonight Show Starring Jimmy Fallon,446999,7179
Eat7nKj_30o,The Oregonian,1167998,4992
UuOAs0IiEI0,Christen Dominique,256171,18146
yIq-N7m0upU,Anwar Jibawi,1008102,71323
dUOUo02v4XE,WIRED,323563,6553
wQD1JvJZXdI,Marques Brownlee,1300161,47953
iX6ScurPhCo,Wendy Williams,273895,3097
pV_5gjQ7lhk,Joshua De Laurentiis,343483,6789
JWH66Qia5KU,CGTN America,481689,998
_Eb9kppyRxc,The Gabbie Show,929283,115692
0ptNpGfMRCg,EverythingApplePro,1632313,44727
Pxojz6grwcU,SciShow,264994,8466
dInwVhRtN4E,CinemaSins,2225184,56123
os5okFIBlxA,The Telegraph,595165,1680
1QWLyi03twg,Lionsgate Movies,309307,3206
vpcDYc_4gV4,MSNBC,880613,2948
TmVu7Sn7hZw,Los Angeles Times,426453,1239
Lf3ER5Ope_s,Vox,376257,11036
dpMFGr-wznc,MyHarto,176466,12951
cWfTBkTJOH8,Brave Wilderness,491160,18080
aLWLzUa2Qyk,Chris Reinacher,75795,6898
dvPJJUbM8IY,Safiya Nygaard,2051476,93087
qtfMzdqifF0,shane,2301722,179738
ftrFGwlYO7w,Daisy Marquez,187265,15267
Lv3Uy2rjgCE,Mental Floss,48482,1665
UO0hIASuAqY,NBC News,681342,2631
kIssu4XLg00,Grace Helbig,207883,10698
J_OyB0k-IVg,CNN,299969,1248
nL9bZbv2aXY,Madeyewlook,212235,13281
Eef-1HLKgoQ,Screen Junkies,2341741,63921
QC-cMv0e3Dc,CGP Grey,731265,32138
CGN6QXv7sfs,fire3element,239391,2696
0Rb2rr1vWpI,LecraeVEVO,128751,6404
JNzCrIcAnck,R5VEVO,183373,21714
N_zDcuX1Y54,NikkieTutorials,2323837,101194
lKWmah6iPas,PBS NewsHour,52555,337
ZVPTxFZTQis,Reach Records,74510,3605
fUffrvUjwCY,Macklemore LLC,947646,48860
lse3oJfPPk4,The Verge,326285,5623
_MEFyG-IE_I,Jeremy Jahns,259257,9931
WJfeapsCnPI,CBS Los Angeles,255695,1236
VGBZ2YfVx1Y,Dolan Twins,1535591,214538
ZW4jOlyj-sM,Rachel and Jun,300463,15431
4dp31MWMjeM,Trailers Promos Teasers,10231,60
mlxdnyfkWKQ,Niks Ļeoņenko,115720,1747
X7WFMUq5ECE,ExplosmEntertainment,750442,36059
jKInAMNrXRA,Guardian Wires,281248,3196
paXOkGMyG8M,SiaVEVO,2249612,132447
GVvqt-8-fz0,CatCreature,148162,12073
7Cn0-CwintU,TheEllenShow,1008645,14565
WRzqSDyOSbY,Madelaine Petsch,277984,25129
AEaKrq3SpW8,CrashCourse,54036,2019
Tm8LGxTLtQk,Linkin Park,7034721,586276
JtZo62mPEKM,E! Entertainment,987114,12693
r1f8hd4yh0c,Rclbeauty101,2016293,67215
BwYPddy_5bk,vlogbrothers,187969,9690
#NAME?,First We Feast,731408,19564
dX72axAvIGc,ProZD,986285,43548
F8i8pnZmk50,Jonathan Morrison,1168321,48425
tVtsp_mASno,ESPN,795115,6810
m59HKBUi3cY,Gigi Gorgeous,186238,5815
E5Hfl6Nqw3Q,Cardi B,550784,15158
