Date,Timestamp,Players,Twitch Viewers
2020-11-05,06:40,177229,97173
2020-11-05,06:50,168799,99300
2020-11-05,07:00,161349,121977
2020-11-05,07:10,152530,130684
2020-11-05,07:20,144984,150074
2020-11-05,07:30,139205,151442
2020-11-05,07:40,135050,152490
2020-11-05,07:50,131329,159942
2020-11-05,08:00,128730,160863
2020-11-05,08:10,126340,149729
2020-11-05,08:20,124927,148141
2020-11-05,08:30,124521,147263
2020-11-05,08:40,125058,145173
2020-11-05,08:50,126272,143459
2020-11-05,09:00,128036,128067
2020-11-05,09:10,130658,170708
2020-11-05,09:20,133273,184905
2020-11-05,09:30,136360,196239
2020-11-05,09:40,139845,206569
2020-11-05,09:50,143103,203115
2020-11-05,10:00,145530,216978
2020-11-05,10:10,148106,215196
2020-11-05,10:20,150552,212169
2020-11-05,10:30,152324,222135
2020-11-05,10:40,154061,226066
2020-11-05,10:50,155287,228317
2020-11-05,11:00,155562,226257
2020-11-05,11:10,154414,226947
2020-11-05,11:20,153104,230911
2020-11-05,11:30,152298,225529
2020-11-05,11:40,149838,217322
2020-11-05,11:50,148964,203970
2020-11-05,12:00,146385,192147
2020-11-05,12:10,142068,185307
2020-11-05,12:20,138339,232129
2020-11-05,12:30,135510,212880
2020-11-05,12:40,131884,210855
2020-11-05,12:50,128568,201133
2020-11-05,13:00,124098,198130
2020-11-05,13:10,118980,195638
2020-11-05,13:20,114375,203448
2020-11-05,13:30,110102,195664
2020-11-05,13:40,105869,189439
2020-11-05,13:50,101606,186318
2020-11-05,14:00,97599,186209
2020-11-05,14:10,93168,176583
2020-11-05,14:20,89179,109224
2020-11-05,14:30,85453,119746
2020-11-05,14:40,82038,108728
2020-11-05,14:50,79023,106705
2020-11-05,15:00,76102,91567
2020-11-05,15:10,72951,46369
2020-11-05,15:20,70783,34906
2020-11-05,15:30,68953,34200
2020-11-05,15:40,67109,35081
2020-11-05,15:50,65829,32590
2020-11-05,16:00,64598,31551
2020-11-05,16:10,62913,32600
2020-11-05,16:20,62014,32611
2020-11-05,16:30,60897,30893
2020-11-05,16:40,60785,33712
2020-11-05,16:50,60507,33400
2020-11-05,17:00,59909,32663
2020-11-05,17:10,59067,27800
2020-11-05,17:20,59037,27836
2020-11-05,17:30,59580,27969
2020-11-05,17:40,60176,29568
2020-11-05,17:50,60040,30694
2020-11-05,18:00,59949,31356
2020-11-05,18:10,60211,31779
2020-11-05,18:20,61300,31946
2020-11-05,18:30,62308,32649
2020-11-05,18:40,63125,34872
2020-11-05,18:50,63102,35785
2020-11-05,19:00,63411,38530
2020-11-05,19:10,63284,40704
2020-11-05,19:20,64396,42405
2020-11-05,19:30,65443,44904
2020-11-05,19:40,66224,49203
2020-11-05,19:50,66567,45650
2020-11-05,20:00,66959,57475
2020-11-05,20:10,68060,63465
2020-11-05,20:20,69180,64704
2020-11-05,20:30,70708,66638
2020-11-05,20:40,72629,69582
2020-11-05,20:50,74324,69372
2020-11-05,21:00,75448,70816
2020-11-05,21:10,77321,66825
2020-11-05,21:20,79596,67709
2020-11-05,21:30,81383,67566
2020-11-05,21:40,83611,68404
2020-11-05,21:50,85595,68167
2020-11-05,22:00,87153,72673
2020-11-05,22:10,88637,83009
2020-11-05,22:20,90678,87151
2020-11-05,22:30,92335,75056
2020-11-05,22:40,94109,77365
2020-11-05,22:50,95910,77766
2020-11-05,23:00,97070,66251
2020-11-05,23:10,98194,68578
2020-11-05,23:20,99648,59264
2020-11-05,23:30,100955,60709
2020-11-05,23:40,102428,59750
2020-11-05,23:50,104723,61496
2020-11-06,00:00,106288,66382
2020-11-06,00:10,108131,80881
2020-11-06,00:20,110482,116421
2020-11-06,00:30,112897,123252
2020-11-06,00:40,115750,135825
2020-11-06,00:50,118576,147843
2020-11-06,01:00,120916,150352
2020-11-06,01:10,124007,169645
2020-11-06,01:20,127526,177162
2020-11-06,01:30,130917,182860
2020-11-06,01:40,134870,186050
2020-11-06,01:50,138330,188385
2020-11-06,02:00,142325,198056
2020-11-06,02:10,147897,202992
2020-11-06,02:20,153673,201905
2020-11-06,02:30,159388,205030
2020-11-06,02:40,165687,196147
2020-11-06,02:50,172126,208861
2020-11-06,03:00,179488,209416
2020-11-06,03:10,191109,219707
2020-11-06,03:20,202412,255612
2020-11-06,03:30,212655,290065
2020-11-06,03:40,224059,346134
2020-11-06,03:50,232803,401309
2020-11-06,04:00,241021,659507
2020-11-06,04:10,251546,696147
2020-11-06,04:20,260411,669536
2020-11-06,04:30,265070,705421
2020-11-06,04:40,267455,719660
2020-11-06,04:50,268415,720883
2020-11-06,05:00,267159,765893
2020-11-06,05:10,261923,759599
2020-11-06,05:20,257782,753825
2020-11-06,05:30,251760,762810
2020-11-06,05:40,244463,687005
2020-11-06,05:50,236927,639925
2020-11-06,06:00,228026,657822
2020-11-06,06:10,217880,671245
2020-11-06,06:20,207644,668717
2020-11-06,06:30,198593,475107
2020-11-06,06:40,189531,471666
2020-11-06,06:50,180755,446022
2020-11-06,07:00,172110,414641
2020-11-06,07:10,162933,395211
2020-11-06,07:20,155263,377897
2020-11-06,07:30,148572,367551
2020-11-06,07:40,143024,332518
2020-11-06,07:50,138440,269743
2020-11-06,08:00,134497,240433
2020-11-06,08:10,131032,225017
2020-11-06,08:20,129248,229417
2020-11-06,08:30,128111,231016
2020-11-06,08:40,127877,236532
2020-11-06,08:50,128729,232334
2020-11-06,09:00,129272,259291
2020-11-06,09:10,131877,274124
2020-11-06,09:20,134879,277828
2020-11-06,09:30,135861,279581
2020-11-06,09:40,139573,198025
2020-11-06,09:50,142792,203532
2020-11-06,10:00,145018,205821
2020-11-06,10:10,147591,203262
2020-11-06,10:20,150273,189751
2020-11-06,10:30,152017,106308
2020-11-06,10:40,153640,107031
2020-11-06,10:50,154697,106226
2020-11-06,11:00,154976,106391
2020-11-06,11:10,154290,96144
2020-11-06,11:20,154220,94926
2020-11-06,11:30,153859,95179
2020-11-06,11:40,152804,95998
2020-11-06,11:50,151514,96535
2020-11-06,12:00,149576,95194
2020-11-06,12:10,146514,97390
2020-11-06,12:20,143287,94853
2020-11-06,12:30,139715,100349
2020-11-06,12:40,136327,105432
2020-11-06,12:50,132673,106589
2020-11-06,13:00,128768,103055
2020-11-06,13:10,123725,101900
2020-11-06,13:20,119582,97727
2020-11-06,13:30,115552,94599
2020-11-06,13:40,111463,98146
2020-11-06,13:50,107667,93590
2020-11-06,14:00,103458,83762
2020-11-06,14:10,98896,80321
2020-11-06,14:20,94631,67305
2020-11-06,14:30,90731,65198
2020-11-06,14:40,86928,61685
2020-11-06,14:50,83570,58585
2020-11-06,15:00,80481,51192
2020-11-06,15:10,76684,43399
2020-11-06,15:20,74211,35248
2020-11-06,15:30,71890,33238
2020-11-06,15:40,70080,33579
2020-11-06,15:50,68189,32875
2020-11-06,16:00,66441,31529
2020-11-06,16:10,64429,30384
2020-11-06,16:20,63278,30736
2020-11-06,16:30,62380,29948
2020-11-06,16:40,62035,30649
2020-11-06,16:50,61740,28879
2020-11-06,17:00,60677,27891
2020-11-06,17:10,59791,28173
2020-11-06,17:20,59951,28785
2020-11-06,17:30,60744,28881
2020-11-06,17:40,61353,28196
2020-11-06,17:50,61349,48531
2020-11-06,18:00,61489,52813
2020-11-06,18:10,61914,29905
2020-11-06,18:20,62973,48930
2020-11-06,18:30,63976,50471
2020-11-06,18:40,64860,67687
2020-11-06,18:50,65207,67051
2020-11-06,19:00,65408,37055
2020-11-06,19:10,65614,55878
2020-11-06,19:20,66707,90595
2020-11-06,19:30,67603,45684
2020-11-06,19:40,68698,40898
2020-11-06,19:50,69501,64678
2020-11-06,20:00,69989,72054
2020-11-06,20:10,71563,81296
2020-11-06,20:20,73378,63000
2020-11-06,20:30,75330,48512
2020-11-06,20:40,77088,50955
2020-11-06,20:50,79299,51622
2020-11-06,21:00,80738,46401
2020-11-06,21:10,83292,48820
2020-11-06,21:20,86300,48571
2020-11-06,21:30,88506,49652
2020-11-06,21:40,91345,50130
2020-11-06,21:50,93964,40844
2020-11-06,22:00,95397,41863
2020-11-06,22:10,97958,51952
2020-11-06,22:20,100520,56655
2020-11-06,22:30,103074,58284
2020-11-06,22:40,105465,58976
2020-11-06,22:50,107737,56783
2020-11-06,23:00,109186,57660
2020-11-06,23:10,111001,59085
2020-11-06,23:20,112791,59125
2020-11-06,23:30,114948,61931
2020-11-06,23:40,117308,63398
2020-11-06,23:50,119135,63526
2020-11-07,00:00,120764,79229
2020-11-07,00:10,123052,109268
2020-11-07,00:20,126082,120251
2020-11-07,00:30,128599,139989
2020-11-07,00:40,131942,135856
2020-11-07,00:50,134389,144335
2020-11-07,01:00,136187,145036
2020-11-07,01:10,139688,147502
2020-11-07,01:20,142886,147753
2020-11-07,01:30,145769,151907
2020-11-07,01:40,149016,153522
2020-11-07,01:50,152891,154550
2020-11-07,02:00,156487,154794
2020-11-07,02:10,161588,156779
2020-11-07,02:20,166142,150339
2020-11-07,02:30,171096,161335
2020-11-07,02:40,176809,144675
2020-11-07,02:50,182940,144878
2020-11-07,03:00,191076,133546
2020-11-07,03:10,204777,141811
2020-11-07,03:20,217287,137874
2020-11-07,03:30,228850,127065
2020-11-07,03:40,241505,130240
2020-11-07,03:50,252937,134666
2020-11-07,04:00,265056,134037
2020-11-07,04:10,280982,242019
2020-11-07,04:20,293573,278097
2020-11-07,04:30,303892,297569
2020-11-07,04:40,314043,313873
2020-11-07,04:50,320696,326851
2020-11-07,05:00,324521,333467
2020-11-07,05:10,327939,334361
2020-11-07,05:20,330114,317934
2020-11-07,05:30,330325,306617
2020-11-07,05:40,328391,294664
2020-11-07,05:50,325407,216214
2020-11-07,06:00,320808,183942
2020-11-07,06:10,313044,206084
2020-11-07,06:20,305299,200824
2020-11-07,06:30,297239,208669
2020-11-07,06:40,287742,221499
2020-11-07,06:50,277501,228895
2020-11-07,07:00,266043,158828
2020-11-07,07:10,253418,155156
2020-11-07,07:20,240835,149393
2020-11-07,07:30,229080,151976
2020-11-07,07:40,218316,161839
2020-11-07,07:50,206495,158616
2020-11-07,08:00,197475,155078
2020-11-07,08:10,187402,167889
2020-11-07,08:20,181473,181290
2020-11-07,08:30,176060,182477
2020-11-07,08:40,171678,235967
2020-11-07,08:50,168350,238840
2020-11-07,09:00,165891,247473
2020-11-07,09:10,166944,266935
2020-11-07,09:20,168265,269614
2020-11-07,09:30,169753,258657
2020-11-07,09:40,171972,264859
2020-11-07,09:50,174195,289801
2020-11-07,10:00,177462,276841
2020-11-07,10:10,182115,278534
2020-11-07,10:20,186246,263062
2020-11-07,10:30,189919,268318
2020-11-07,10:40,194164,245306
2020-11-07,10:50,198238,254809
2020-11-07,11:00,200542,269856
2020-11-07,11:10,203448,274553
2020-11-07,11:20,205616,272221
2020-11-07,11:30,206827,273519
2020-11-07,11:40,207607,267904
2020-11-07,11:50,207549,264954
2020-11-07,12:00,206138,210601
2020-11-07,12:10,203839,171817
2020-11-07,12:20,202014,144312
2020-11-07,12:30,199884,143314
2020-11-07,12:40,196553,137578
2020-11-07,12:50,192697,135258
2020-11-07,13:00,188919,130196
2020-11-07,13:10,183875,125443
2020-11-07,13:20,178869,131001
2020-11-07,13:30,173562,136095
2020-11-07,13:40,168347,126121
2020-11-07,13:50,163080,123988
2020-11-07,14:00,156705,117580
2020-11-07,14:10,149694,113472
2020-11-07,14:20,143612,114902
2020-11-07,14:30,136839,109701
2020-11-07,14:40,131084,108348
2020-11-07,14:50,125575,106055
2020-11-07,15:00,119564,100662
2020-11-07,15:10,113411,97088
2020-11-07,15:20,108268,96897
2020-11-07,15:30,103569,99375
2020-11-07,15:40,99193,93079
2020-11-07,15:50,95290,88536
2020-11-07,16:00,91201,78775
2020-11-07,16:10,87503,30664
2020-11-07,16:20,84450,29869
2020-11-07,16:30,81771,29781
2020-11-07,16:40,79223,29521
2020-11-07,16:50,77268,30222
2020-11-07,17:00,75572,28905
2020-11-07,17:10,74138,29947
2020-11-07,17:20,73130,29762
2020-11-07,17:30,72411,28920
2020-11-07,17:40,71792,29432
2020-11-07,17:50,71289,28794
2020-11-07,18:00,71144,29661
2020-11-07,18:10,71264,30358
2020-11-07,18:20,71807,31659
2020-11-07,18:30,71895,32181
2020-11-07,18:40,70394,33454
2020-11-07,18:50,72215,33627
2020-11-07,19:00,73617,36620
2020-11-07,19:10,74946,37207
2020-11-07,19:20,76258,40818
2020-11-07,19:30,77588,41019
2020-11-07,19:40,78834,40742
2020-11-07,19:50,79945,41657
2020-11-07,20:00,81133,41932
2020-11-07,20:10,82779,40012
2020-11-07,20:20,84488,37390
2020-11-07,20:30,86216,38919
2020-11-07,20:40,88554,41626
2020-11-07,20:50,90790,45829
2020-11-07,21:00,92681,46729
2020-11-07,21:10,95661,46872
2020-11-07,21:20,98427,44938
2020-11-07,21:30,100444,48444
2020-11-07,21:40,102059,49446
2020-11-07,21:50,104046,50199
2020-11-07,22:00,106673,39425
2020-11-07,22:10,109417,40137
2020-11-07,22:20,112878,39904
2020-11-07,22:30,115880,40819
2020-11-07,22:40,119036,39918
2020-11-07,22:50,122220,31954
2020-11-07,23:00,124835,32511
2020-11-07,23:10,127662,32321
2020-11-07,23:20,130655,41044
2020-11-07,23:30,132805,45898
2020-11-07,23:40,135156,68203
2020-11-07,23:50,137149,82999
2020-11-08,00:00,138988,45249
2020-11-08,00:10,141457,158999
2020-11-08,00:20,144010,187875
2020-11-08,00:30,145841,199715
2020-11-08,00:40,147175,214003
2020-11-08,00:50,148507,214276
2020-11-08,01:00,150369,208578
2020-11-08,01:10,153452,211251
2020-11-08,01:20,156066,210010
2020-11-08,01:30,157870,204478
2020-11-08,01:40,159884,211986
2020-11-08,01:50,162969,206882
2020-11-08,02:00,165715,203150
2020-11-08,02:10,165814,209189
2020-11-08,02:20,168706,217551
2020-11-08,02:30,173690,146561
2020-11-08,02:40,178564,132258
2020-11-08,02:50,183635,129684
2020-11-08,03:00,191085,129712
2020-11-08,03:10,202846,124125
2020-11-08,03:20,213257,130491
2020-11-08,03:30,223230,132178
2020-11-08,03:40,235756,135020
2020-11-08,03:50,247125,152208
2020-11-08,04:00,260132,161439
2020-11-08,04:10,276484,153752
2020-11-08,04:20,290449,151505
2020-11-08,04:30,304265,152450
